Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,40.9%,-6.1,8.8,93.1,14.5
FT,,,,,
FC,,,,,
FS,5.6%,-8.3,5.0,83.8,-3.4
FO,,,,,
SI,39.7%,-9.5,6.0,92.7,8.4
SL,12.8%,0.8,3.7,84.5,-8.1
CU,1.0%,3.5,-2.7,74.2,-1.8
KC,,,,,
EP,,,,,
CH,,,,,
SC,,,,,
KN,,,,,
UN,,,,,
