Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,18.5%,-4.9,8.5,84.5,-1.8
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,44.9%,-8.4,7.0,84.8,-13.8
SL,22.2%,1.4,4.1,80.0,-2.1
CU,6.4%,8.5,-5.1,66.0,5.4
KC,,,,,
EP,,,,,
CH,7.9%,-7.3,4.6,77.6,-0.2
SC,,,,,
KN,,,,,
UN,,,,,
