Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,1.7%,-5.1,6.1,88.4,0.2
FT,,,,,
FC,25.3%,0.3,4.7,86.3,-8.8
FS,,,,,
FO,,,,,
SI,59.2%,-9.5,5.9,89.6,3.5
SL,0.4%,1.1,1.8,82.7,0.7
CU,,,,,
KC,,,,,
EP,,,,,
CH,13.4%,-7.5,3.9,82.8,-9.8
SC,,,,,
KN,,,,,
UN,,,,,
