Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,33.0%,-3.2,11.6,93.2,10.7
FT,19.9%,-6.7,9.1,92.3,-9.3
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,36.9%,2.5,5.0,84.5,21.9
CU,,,,,
KC,,,,,
EP,,,,,
CH,10.2%,-6.6,9.6,85.8,-2.3
SC,,,,,
KN,,,,,
UN,,,,,
