Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,23.2%,-6.1,9.6,96.2,-5.7
FT,31.3%,-8.9,6.6,96.3,-10.8
FC,1.6%,-6.3,9.8,91.4,1.1
FS,,,,,
FO,,,,,
SI,,,,,
SL,,,,,
CU,25.3%,3.0,-5.8,83.0,11.8
KC,,,,,
EP,,,,,
CH,18.5%,-6.7,4.2,86.1,0.0
SC,,,,,
KN,,,,,
UN,,,,,
