Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,45.8%,-7.2,10.2,91.3,-11.5
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,1.0%,-11.0,11.1,88.6,-3.0
SL,28.1%,2.4,2.0,85.6,5.2
CU,7.1%,6.0,-4.4,75.8,1.2
KC,,,,,
EP,,,,,
CH,18.0%,-7.4,4.4,82.6,2.3
SC,,,,,
KN,,,,,
UN,,,,,
