Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,33.6%,-6.1,7.7,93.8,1.8
FT,21.9%,-10.1,4.8,93.1,-1.8
FC,0.5%,-1.2,6.2,89.6,-0.9
FS,,,,,
FO,,,,,
SI,,,,,
SL,30.7%,1.3,3.8,87.1,5.2
CU,5.4%,5.2,-4.1,77.9,-1.7
KC,,,,,
EP,,,,,
CH,7.9%,-8.8,5.0,86.7,-4.2
SC,,,,,
KN,,,,,
UN,,,,,
