Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,46.1%,-4.0,10.6,89.3,4.9
FT,,,,,
FC,1.4%,2.8,6.3,85.1,0.0
FS,,,,,
FO,,,,,
SI,9.7%,-7.3,8.5,88.9,-5.3
SL,15.0%,4.3,3.0,81.7,-2.6
CU,12.1%,4.8,-7.1,74.2,-1.0
KC,,,,,
EP,,,,,
CH,15.8%,-6.8,6.6,82.5,0.0
SC,,,,,
KN,,,,,
UN,,,,,
