Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,43.2%,-2.3,11.0,95.6,-2.2
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,38.6%,0.8,1.5,86.3,5.0
CU,,,,,
KC,15.2%,1.6,-8.8,80.2,-9.1
EP,,,,,
CH,3.0%,-4.2,8.9,74.6,1.0
SC,,,,,
KN,,,,,
UN,,,,,
