Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,43.5%,6.9,10.3,91.6,9.4
FT,20.7%,10.0,8.4,90.7,-8.8
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,17.0%,-1.2,2.3,83.2,3.0
CU,8.5%,-2.9,-6.5,73.4,-2.6
KC,,,,,
EP,,,,,
CH,10.2%,8.7,7.0,82.8,-5.9
SC,,,,,
KN,,,,,
UN,,,,,
