Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,50.8%,-6.8,10.0,94.7,17.6
FT,,,,,
FC,,,,,
FS,38.4%,-10.0,3.1,86.3,3.6
FO,,,,,
SI,,,,,
SL,10.8%,0.1,3.0,83.6,-3.2
CU,,,,,
KC,,,,,
EP,,,,,
CH,,,,,
SC,,,,,
KN,,,,,
UN,,,,,
