Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,59.1%,6.7,9.6,92.1,6.3
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,5.7%,-5.3,-4.3,79.3,0.6
CU,29.5%,-6.1,-7.0,77.7,6.7
KC,,,,,
EP,,,,,
CH,5.7%,8.2,5.6,81.5,-2.0
SC,,,,,
KN,,,,,
UN,,,,,
