Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,29.0%,-6.5,6.8,90.4,-6.9
FT,36.6%,-9.9,2.8,89.8,-1.5
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,19.5%,0.8,2.0,83.5,2.1
CU,2.7%,5.4,-5.1,75.9,-0.3
KC,,,,,
EP,,,,,
CH,12.3%,-8.2,2.6,80.8,-3.5
SC,,,,,
KN,,,,,
UN,,,,,
