Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,49.3%,-2.5,10.0,93.6,26.1
FT,,,,,
FC,10.3%,1.0,5.1,90.0,-6.0
FS,,,,,
FO,,,,,
SI,0.4%,-6.9,11.0,92.6,-1.5
SL,3.4%,2.1,1.0,87.5,-0.2
CU,,,,,
KC,22.7%,1.4,-5.8,82.5,3.4
EP,,,,,
CH,13.9%,-8.0,2.7,86.8,4.7
SC,,,,,
KN,,,,,
UN,,,,,
