Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,28.0%,-5.3,9.9,91.5,-12.3
FT,18.0%,-8.7,8.1,91.4,-14.3
FC,14.0%,3.5,2.8,86.1,-4.5
FS,,,,,
FO,,,,,
SI,,,,,
SL,0.7%,3.0,3.4,86.9,-1.3
CU,0.0%,2.0,0.8,81.7,0.0
KC,13.8%,6.8,-6.5,77.4,-3.0
EP,,,,,
CH,25.5%,-7.3,3.6,83.4,8.0
SC,,,,,
KN,,,,,
UN,,,,,
