Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,35.7%,6.5,10.6,96.7,2.1
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,15.4%,-1.7,2.5,89.3,0.6
CU,23.5%,-4.1,-6.3,82.0,12.8
KC,,,,,
EP,,,,,
CH,25.4%,9.4,6.4,87.7,19.7
SC,,,,,
KN,,,,,
UN,,,,,
