Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,39.1%,-3.6,9.4,93.7,11.3
FT,14.5%,-7.1,7.9,93.6,-1.8
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,23.8%,1.5,0.2,85.7,15.3
CU,11.9%,3.7,-8.9,75.8,-0.9
KC,,,,,
EP,,,,,
CH,10.8%,-7.4,7.2,85.5,-7.3
SC,,,,,
KN,,,,,
UN,,,,,
