Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,10.9%,-5.2,8.9,89.8,0.3
FT,1.5%,-9.4,5.5,90.8,2.2
FC,16.8%,1.5,2.5,86.5,-3.0
FS,,,,,
FO,,,,,
SI,44.3%,-8.8,4.6,89.9,22.2
SL,0.6%,1.0,5.3,88.2,0.7
CU,15.0%,3.9,-9.4,75.2,4.3
KC,,,,,
EP,,,,,
CH,10.9%,-8.8,3.3,82.8,4.9
SC,,,,,
KN,,,,,
UN,,,,,
