Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,51.5%,5.9,9.9,90.4,19.1
FT,13.6%,9.1,8.9,91.0,0.1
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,18.7%,-3.1,-3.8,80.4,0.4
CU,,,,,
KC,,,,,
EP,,,,,
CH,16.2%,6.7,4.8,81.2,-0.9
SC,,,,,
KN,,,,,
UN,,,,,
