Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,26.8%,-2.7,9.3,94.1,-6.8
FT,11.7%,-7.4,5.3,93.4,-5.1
FC,36.5%,2.5,0.2,86.9,26.2
FS,3.8%,-3.8,3.8,88.6,-0.3
FO,,,,,
SI,,,,,
SL,13.8%,8.6,0.8,82.4,-0.4
CU,4.8%,5.8,-6.8,75.7,0.4
KC,2.1%,5.4,-7.8,80.8,4.5
EP,0.1%,8.1,-8.7,63.7,0.0
CH,0.4%,-3.5,4.6,83.8,0.6
SC,,,,,
KN,,,,,
UN,,,,,
