Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,50.3%,-2.2,9.1,91.7,-0.1
FT,13.2%,-7.2,5.3,91.4,0.5
FC,22.6%,3.2,0.8,83.8,3.4
FS,,,,,
FO,,,,,
SI,,,,,
SL,,,,,
CU,11.1%,5.4,-4.7,78.4,-4.3
KC,,,,,
EP,,,,,
CH,2.8%,-8.0,5.4,83.6,-2.1
SC,,,,,
KN,,,,,
UN,,,,,
