Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,,,,,
FT,57.8%,-10.2,6.7,89.7,1.0
FC,12.8%,-0.4,6.0,86.5,4.4
FS,,,,,
FO,,,,,
SI,,,,,
SL,,,,,
CU,15.5%,4.9,-7.0,73.4,-1.4
KC,,,,,
EP,,,,,
CH,14.0%,-9.7,5.5,79.4,-3.3
SC,,,,,
KN,,,,,
UN,,,,,
