Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,42.2%,6.4,9.5,95.0,4.8
FT,29.7%,10.4,8.0,94.2,19.5
FC,5.0%,1.0,2.9,86.2,2.7
FS,,,,,
FO,,,,,
SI,,,,,
SL,0.2%,0.1,4.9,87.9,-1.1
CU,0.0%,-13.0,-5.8,75.5,0.0
KC,15.6%,-4.4,-6.5,77.4,-0.1
EP,,,,,
CH,7.3%,10.4,7.6,85.2,1.2
SC,,,,,
KN,,,,,
UN,,,,,
