Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,17.4%,-3.6,6.1,92.5,-1.2
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,41.1%,-6.8,2.5,92.4,0.1
SL,,,,,
CU,,,,,
KC,35.4%,4.9,-6.7,82.6,20.4
EP,,,,,
CH,6.0%,-5.8,-0.1,87.6,-3.5
SC,,,,,
KN,,,,,
UN,,,,,
