Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,53.1%,-7.3,8.3,92.9,4.0
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,38.2%,-0.1,2.4,84.8,-0.4
CU,0.3%,1.1,-1.9,82.8,0.3
KC,,,,,
EP,,,,,
CH,8.5%,-5.1,2.7,85.1,2.9
SC,,,,,
KN,,,,,
UN,,,,,
