Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,40.5%,-6.1,11.9,92.8,-9.7
FT,1.3%,-9.8,9.3,92.1,1.2
FC,29.2%,-0.4,7.6,89.1,-2.5
FS,,,,,
FO,,,,,
SI,,,,,
SL,,,,,
CU,12.1%,4.4,-6.0,78.5,-3.0
KC,,,,,
EP,,,,,
CH,16.9%,-9.5,8.3,83.0,0.1
SC,,,,,
KN,,,,,
UN,,,,,
