Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,32.7%,-5.3,10.7,90.4,1.3
FT,19.6%,-9.0,7.8,90.2,4.1
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,17.7%,1.3,5.6,85.8,2.1
CU,17.4%,5.7,-10.1,74.0,5.7
KC,,,,,
EP,,,,,
CH,12.5%,-9.2,4.1,84.1,5.3
SC,,,,,
KN,,,,,
UN,,,,,
