Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,5.9%,-0.8,6.3,91.1,-3.7
FT,,,,,
FC,17.8%,2.6,3.8,87.7,0.1
FS,,,,,
FO,,,,,
SI,62.3%,-7.5,5.7,92.6,3.4
SL,6.5%,7.0,-0.4,79.6,1.0
CU,,,,,
KC,,,,,
EP,,,,,
CH,7.5%,-6.7,2.6,85.0,0.6
SC,,,,,
KN,,,,,
UN,,,,,
