Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,33.7%,-4.0,8.0,91.7,-15.3
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,17.3%,-7.7,5.2,91.0,-7.3
SL,29.7%,7.3,-0.7,82.4,14.7
CU,14.1%,7.8,-1.8,79.3,-0.8
KC,,,,,
EP,,,,,
CH,5.4%,-2.9,2.9,84.6,-1.4
SC,,,,,
KN,,,,,
UN,,,,,
