Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,45.1%,6.4,9.3,95.1,1.2
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,25.9%,-0.7,2.1,88.7,8.1
CU,19.3%,-2.9,-2.0,83.1,1.3
KC,,,,,
EP,,,,,
CH,9.7%,5.6,4.3,88.7,-5.5
SC,,,,,
KN,,,,,
UN,,,,,
