Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,25.8%,-2.6,8.7,89.2,4.5
FT,,,,,
FC,0.6%,1.8,4.4,87.6,0.0
FS,,,,,
FO,,,,,
SI,43.4%,-7.9,7.1,89.6,-8.3
SL,12.3%,1.4,3.6,84.5,-1.6
CU,6.2%,2.8,-1.9,76.1,1.3
KC,,,,,
EP,,,,,
CH,11.8%,-8.2,5.7,79.9,2.3
SC,,,,,
KN,,,,,
UN,,,,,
