Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,33.2%,5.8,8.8,93.5,-12.7
FT,30.8%,9.1,6.0,93.2,-1.7
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,25.5%,-2.9,1.9,86.6,14.7
CU,,,,,
KC,,,,,
EP,,,,,
CH,10.5%,9.5,2.0,83.5,-4.1
SC,,,,,
KN,,,,,
UN,,,,,
