Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,48.5%,-4.7,11.0,92.1,7.0
FT,,,,,
FC,2.3%,1.3,7.1,88.5,0.9
FS,,,,,
FO,,,,,
SI,,,,,
SL,12.1%,2.0,4.9,87.2,-2.5
CU,22.3%,4.5,-8.1,77.3,2.2
KC,,,,,
EP,,,,,
CH,14.7%,-8.0,8.1,82.8,6.8
SC,,,,,
KN,,,,,
UN,,,,,
