Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,55.0%,-8.0,7.8,92.8,14.0
FT,,,,,
FC,0.1%,-3.0,9.4,91.1,0.0
FS,,,,,
FO,,,,,
SI,,,,,
SL,13.7%,1.0,1.5,84.9,3.0
CU,10.1%,5.8,-2.5,77.2,-4.2
KC,,,,,
EP,,,,,
CH,21.1%,-9.0,0.7,83.8,2.1
SC,,,,,
KN,,,,,
UN,,,,,
