Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,51.4%,5.5,9.4,89.4,19.5
FT,8.3%,9.7,7.6,88.9,4.0
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,16.9%,1.1,3.5,81.4,0.3
CU,,,,,
KC,,,,,
EP,,,,,
CH,23.4%,7.1,6.6,79.3,6.5
SC,,,,,
KN,,,,,
UN,,,,,
