Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,43.6%,6.2,10.0,87.0,2.2
FT,5.4%,7.7,10.8,83.7,2.7
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,17.1%,0.0,1.8,78.5,2.5
CU,11.4%,-1.6,-6.2,66.2,-7.7
KC,,,,,
EP,,,,,
CH,22.5%,8.8,3.9,77.3,1.0
SC,,,,,
KN,,,,,
UN,,,,,
