Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,38.1%,5.1,9.6,91.4,-6.7
FT,,,,,
FC,28.4%,-0.9,6.2,87.8,12.9
FS,,,,,
FO,,,,,
SI,11.9%,8.7,4.9,90.3,-2.4
SL,,,,,
CU,13.1%,-5.1,-2.1,75.6,-1.4
KC,,,,,
EP,,,,,
CH,8.5%,8.1,4.4,84.6,-1.5
SC,,,,,
KN,,,,,
UN,,,,,
