Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,61.8%,-3.9,11.1,91.5,4.5
FT,,,,,
FC,3.2%,0.7,12.2,90.4,-1.0
FS,,,,,
FO,,,,,
SI,,,,,
SL,7.2%,3.2,3.3,85.7,-0.4
CU,,,,,
KC,14.2%,5.2,-9.6,75.2,-9.3
EP,,,,,
CH,13.6%,-5.4,7.9,82.7,1.0
SC,,,,,
KN,,,,,
UN,,,,,
