Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,48.7%,-5.2,9.6,92.5,-15.3
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,18.3%,-9.5,7.8,92.4,1.5
SL,23.7%,1.3,2.6,85.2,14.7
CU,0.6%,1.7,-0.3,78.0,1.0
KC,,,,,
EP,,,,,
CH,8.7%,-9.7,4.9,84.9,4.0
SC,,,,,
KN,,,,,
UN,,,,,
