Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,64.4%,-9.4,5.9,86.0,-2.8
FT,,,,,
FC,7.4%,-3.7,7.4,85.3,-3.5
FS,,,,,
FO,,,,,
SI,4.1%,-12.5,7.0,87.0,5.1
SL,11.1%,-2.2,5.1,82.0,3.0
CU,0.9%,7.1,-2.3,73.1,-3.7
KC,,,,,
EP,,,,,
CH,12.2%,-5.9,5.4,80.5,2.0
SC,,,,,
KN,,,,,
UN,,,,,
