Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,1.3%,7.3,8.5,93.1,-0.8
FT,49.0%,9.9,3.6,93.2,6.4
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,29.5%,-6.4,-3.0,78.5,12.7
CU,,,,,
KC,,,,,
EP,,,,,
CH,20.2%,11.0,0.2,83.0,5.9
SC,,,,,
KN,,,,,
UN,,,,,
