Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,60.2%,-4.4,9.7,91.4,-8.2
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,0.3%,-7.6,5.5,89.7,-0.6
SL,14.7%,2.4,5.7,84.9,-2.4
CU,20.5%,8.9,-1.4,74.7,4.4
KC,,,,,
EP,,,,,
CH,4.3%,-4.0,7.6,85.6,0.1
SC,,,,,
KN,,,,,
UN,,,,,
