Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,29.7%,-8.2,6.7,96.4,-3.5
FT,20.8%,-10.9,2.8,96.5,9.5
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,16.9%,-1.1,0.3,85.9,-0.2
CU,,,,,
KC,,,,,
EP,,,,,
CH,32.5%,-10.0,1.7,87.2,27.7
SC,,,,,
KN,,,,,
UN,,,,,
