Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,32.5%,-6.6,7.9,92.3,1.2
FT,21.2%,-9.4,4.7,91.4,-2.5
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,,,,,
CU,,,,,
KC,30.8%,10.3,-4.9,77.4,18.7
EP,,,,,
CH,15.5%,-7.9,1.5,83.8,0.7
SC,,,,,
KN,,,,,
UN,,,,,
