Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,39.9%,3.9,8.8,86.9,0.8
FT,,,,,
FC,6.7%,-2.3,5.0,82.8,5.2
FS,,,,,
FO,,,,,
SI,,,,,
SL,21.4%,-0.6,4.4,82.5,-2.3
CU,11.1%,-3.9,-3.0,72.4,-0.7
KC,,,,,
EP,,,,,
CH,20.9%,7.0,6.0,78.7,-0.5
SC,,,,,
KN,,,,,
UN,,,,,
