Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,30.2%,5.5,9.1,90.1,4.3
FT,32.4%,9.9,4.9,89.3,1.9
FC,0.8%,0.6,0.8,82.6,0.9
FS,,,,,
FO,,,,,
SI,,,,,
SL,12.1%,-0.8,-1.8,79.9,5.1
CU,14.5%,-4.0,-6.4,73.6,0.9
KC,,,,,
EP,,,,,
CH,10.1%,8.3,3.7,83.8,0.0
SC,,,,,
KN,,,,,
UN,,,,,
