Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,26.4%,-5.2,10.5,94.1,4.7
FT,28.3%,-8.3,8.1,93.9,13.3
FC,18.1%,1.4,6.0,90.1,6.3
FS,,,,,
FO,,,,,
SI,,,,,
SL,,,,,
CU,8.8%,5.5,-7.9,78.4,-4.1
KC,,,,,
EP,,,,,
CH,18.4%,-3.2,7.1,82.0,6.7
SC,,,,,
KN,,,,,
UN,,,,,
