Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,52.7%,-2.9,11.1,89.3,1.1
FT,18.1%,-8.0,9.3,89.1,-7.1
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,21.5%,4.0,1.5,81.0,-6.0
CU,3.5%,3.3,-0.7,74.4,-6.0
KC,,,,,
EP,,,,,
CH,4.2%,-4.6,6.8,81.0,-1.6
SC,,,,,
KN,,,,,
UN,,,,,
