Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,52.8%,-7.6,10.4,96.7,5.2
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,24.4%,2.2,2.3,88.7,6.0
CU,,,,,
KC,17.2%,4.7,-6.2,83.4,-1.0
EP,,,,,
CH,5.6%,-9.4,6.3,88.3,0.2
SC,,,,,
KN,,,,,
UN,,,,,
