Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,28.8%,-3.8,6.7,92.3,-4.5
FT,38.7%,-7.8,5.4,92.3,-2.3
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,19.5%,5.0,-2.8,81.8,7.8
CU,3.3%,5.1,-4.0,76.3,-1.3
KC,,,,,
EP,,,,,
CH,9.8%,-7.0,4.9,82.9,-3.4
SC,,,,,
KN,,,,,
UN,,,,,
