Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,65.5%,-4.9,9.8,91.3,-4.5
FT,,,,,
FC,5.0%,-0.9,6.1,87.3,-1.3
FS,0.7%,-5.2,4.6,86.4,-0.4
FO,,,,,
SI,,,,,
SL,12.1%,0.8,4.3,86.5,-0.3
CU,11.6%,5.7,-6.8,73.2,0.0
KC,,,,,
EP,,,,,
CH,5.2%,-6.1,6.5,84.9,-1.6
SC,,,,,
KN,,,,,
UN,,,,,
