Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,59.0%,1.4,8.4,89.3,-0.3
FT,0.8%,3.4,10.2,89.4,-0.6
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,,,,,
CU,29.8%,0.4,-0.3,81.4,4.9
KC,,,,,
EP,,,,,
CH,10.3%,7.3,8.2,83.6,-2.3
SC,,,,,
KN,,,,,
UN,,,,,
