Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,25.7%,-6.4,8.1,89.8,-6.5
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,33.2%,-10.1,4.4,90.0,1.3
SL,10.1%,8.3,-1.3,77.5,1.6
CU,15.0%,6.4,-6.4,66.6,3.2
KC,,,,,
EP,,,,,
CH,16.0%,-9.5,2.3,80.8,2.3
SC,,,,,
KN,,,,,
UN,,,,,
