Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,66.1%,-5.2,9.0,92.8,9.7
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,11.9%,2.8,2.2,83.7,1.0
CU,18.1%,5.2,-6.9,72.1,2.5
KC,,,,,
EP,,,,,
CH,3.9%,-4.5,3.5,80.3,-2.0
SC,,,,,
KN,,,,,
UN,,,,,
