Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,17.1%,-2.2,8.8,92.3,-2.4
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,35.7%,-7.3,6.5,92.5,-6.3
SL,24.0%,2.9,3.8,88.8,21.4
CU,18.6%,10.0,0.2,83.3,21.0
KC,,,,,
EP,,,,,
CH,4.6%,-6.0,3.9,85.2,0.3
SC,,,,,
KN,,,,,
UN,,,,,
