Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,13.1%,-4.8,7.9,89.9,2.5
FT,34.6%,-9.3,4.3,90.2,-4.7
FC,,,,,
FS,4.9%,-5.3,2.7,86.1,-3.3
FO,,,,,
SI,,,,,
SL,44.8%,6.8,1.4,79.3,25.2
CU,0.5%,6.3,-2.2,73.3,0.1
KC,,,,,
EP,,,,,
CH,2.1%,-5.8,4.0,82.7,-1.8
SC,,,,,
KN,,,,,
UN,,,,,
