Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,36.5%,2.8,11.4,89.7,9.8
FT,14.8%,8.6,7.3,89.4,-4.0
FC,0.4%,-3.3,10.5,89.3,1.0
FS,,,,,
FO,,,,,
SI,,,,,
SL,,,,,
CU,36.4%,-4.6,-7.9,75.7,-1.3
KC,,,,,
EP,,,,,
CH,11.9%,6.4,6.7,84.1,2.2
SC,,,,,
KN,,,,,
UN,,,,,
