Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,47.8%,-4.3,11.1,91.6,-15.5
FT,8.0%,-7.5,9.1,91.5,2.8
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,25.4%,1.8,-0.4,81.4,2.8
CU,8.6%,4.6,-7.2,74.5,-4.8
KC,,,,,
EP,,,,,
CH,10.2%,-7.2,6.8,83.7,-10.9
SC,,,,,
KN,,,,,
UN,,,,,
