Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,6.9%,-1.5,3.3,89.5,-1.3
FT,,,,,
FC,16.7%,0.9,3.4,89.2,6.0
FS,,,,,
FO,,,,,
SI,52.9%,-7.4,2.4,90.6,-13.9
SL,8.9%,5.1,-2.2,80.9,-0.3
CU,,,,,
KC,6.0%,7.1,-6.8,78.6,0.8
EP,,,,,
CH,8.6%,-8.3,0.4,85.0,-0.9
SC,,,,,
KN,,,,,
UN,,,,,
