Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,42.4%,-2.0,8.8,92.0,5.8
FT,20.2%,-7.9,6.3,90.8,-5.6
FC,17.6%,1.9,3.6,87.4,10.5
FS,,,,,
FO,,,,,
SI,,,,,
SL,17.6%,6.4,-6.0,78.4,5.9
CU,0.1%,4.9,-6.3,66.4,0.0
KC,,,,,
EP,,,,,
CH,2.1%,-8.1,5.3,83.9,-3.1
SC,,,,,
KN,,,,,
UN,,,,,
