Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,8.4%,-3.7,9.8,90.8,2.6
FT,,,,,
FC,0.6%,0.6,7.8,89.0,0.1
FS,27.5%,-4.9,1.9,86.1,11.6
FO,,,,,
SI,37.9%,-8.3,6.0,91.0,-10.3
SL,21.7%,1.3,3.4,82.7,1.3
CU,3.9%,4.8,-2.2,76.0,1.4
KC,,,,,
EP,,,,,
CH,,,,,
SC,,,,,
KN,,,,,
UN,,,,,
