Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,20.4%,-5.8,9.2,94.3,4.3
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,31.5%,-9.6,7.1,93.8,5.6
SL,,,,,
CU,29.6%,8.1,-2.7,82.6,2.7
KC,,,,,
EP,,,,,
CH,18.5%,-8.7,2.7,84.1,-2.1
SC,,,,,
KN,,,,,
UN,,,,,
