Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,,,,,
FT,0.2%,-8.1,4.7,94.1,-0.1
FC,49.7%,-1.7,6.3,91.3,19.2
FS,0.0%,-6.8,2.4,57.4,0.0
FO,,,,,
SI,23.3%,-9.1,4.2,92.9,-0.5
SL,,,,,
CU,22.3%,6.4,-0.7,78.5,9.7
KC,,,,,
EP,,,,,
CH,4.6%,-8.4,6.1,85.3,-0.2
SC,,,,,
KN,,,,,
UN,,,,,
