Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,44.7%,-4.5,12.0,90.5,-4.5
FT,5.7%,-11.0,9.6,90.3,7.5
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,28.9%,2.4,3.6,83.7,3.1
CU,3.0%,4.8,-2.7,73.5,-0.8
KC,,,,,
EP,,,,,
CH,17.8%,-7.8,3.7,83.4,-6.2
SC,,,,,
KN,,,,,
UN,,,,,
